host_id,host_since,host_location,host_about_tokens,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
25375339,2014-12-30,Singapore,live short live,1,100,81,2,Bishan,10,15,"['email', 'phone']",1,1,S1234,10,1,9,0
551640139,2023-12-19,Singapore,,1,100,100,2,Downtown Core,3,3,['phone'],1,1,Authorised Serviced Apartment,3,3,0,0
551640139,2023-12-19,Singapore,,1,100,100,2,Downtown Core,3,3,['phone'],1,1,Authorised Serviced Apartment,3,3,0,0
5426937,2013-03-12,Singapore,name linnike indonesia live work singapore,1,100,0,2,Novena,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
151196270,2017-09-19,unknown,habyt largest flexible housing company globally offering private shared apartments across 25 cities worldwide mission provide access housing anywhere everyone homes movein ready easy access public transport communal facilities provide everything might need experience ultimate hasslefree living,4,46,45,2,Bukit Merah,86,158,['phone'],1,1,Authorised Serviced Apartment,78,14,64,0
151196270,2017-09-19,unknown,habyt largest flexible housing company globally offering private shared apartments across 25 cities worldwide mission provide access housing anywhere everyone homes movein ready easy access public transport communal facilities provide everything might need experience ultimate hasslefree living,4,46,45,2,Bukit Merah,86,158,['phone'],1,1,Authorised Serviced Apartment,78,14,64,0
151196270,2017-09-19,unknown,habyt largest flexible housing company globally offering private shared apartments across 25 cities worldwide mission provide access housing anywhere everyone homes movein ready easy access public transport communal facilities provide everything might need experience ultimate hasslefree living,4,46,45,2,Bukit Merah,86,158,['phone'],1,1,Authorised Serviced Apartment,78,14,64,0
151196270,2017-09-19,unknown,habyt largest flexible housing company globally offering private shared apartments across 25 cities worldwide mission provide access housing anywhere everyone homes movein ready easy access public transport communal facilities provide everything might need experience ultimate hasslefree living,4,46,45,2,Bukit Merah,86,158,['phone'],1,1,Authorised Serviced Apartment,78,14,64,0
151196270,2017-09-19,unknown,habyt largest flexible housing company globally offering private shared apartments across 25 cities worldwide mission provide access housing anywhere everyone homes movein ready easy access public transport communal facilities provide everything might need experience ultimate hasslefree living,4,46,45,2,Bukit Merah,86,158,['phone'],1,1,Authorised Serviced Apartment,78,14,64,0
151196270,2017-09-19,unknown,habyt largest flexible housing company globally offering private shared apartments across 25 cities worldwide mission provide access housing anywhere everyone homes movein ready easy access public transport communal facilities provide everything might need experience ultimate hasslefree living,4,46,45,2,Bukit Merah,86,158,['phone'],1,1,Authorised Serviced Apartment,78,14,64,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
61619807,2016-03-05,Singapore,,1,100,100,2,River Valley,34,53,"['email', 'phone']",1,1,Authorised Serviced Apartment,34,31,3,0
38402401,2015-07-13,Singapore,,0,0,0,2,Kallang,1,3,"['email', 'phone']",1,1,unknown,1,0,1,0
151196270,2017-09-19,unknown,habyt largest flexible housing company globally offering private shared apartments across 25 cities worldwide mission provide access housing anywhere everyone homes movein ready easy access public transport communal facilities provide everything might need experience ultimate hasslefree living,4,46,45,2,Bukit Merah,86,158,['phone'],1,1,Authorised Serviced Apartment,78,14,64,0
252091822,2019-03-30,Singapore,hello great meet couple currently living singapore two daughters studying fluent english chinese ever glad give tips get around singapore feel free question us anytime,4,33,29,2,Jurong West,5,6,"['email', 'phone']",1,1,Authorised Serviced Apartment,5,0,5,0
252091822,2019-03-30,Singapore,hello great meet couple currently living singapore two daughters studying fluent english chinese ever glad give tips get around singapore feel free question us anytime,4,33,29,2,Jurong West,5,6,"['email', 'phone']",1,1,unknown,5,0,5,0
323810058,2020-01-02,unknown,hi true blood heartland boy singapore would happy extend hospitality tell singapore stay us,1,100,95,2,Outram,5,9,"['email', 'phone']",1,1,Authorised Serviced Apartment,5,0,5,0
252091822,2019-03-30,Singapore,hello great meet couple currently living singapore two daughters studying fluent english chinese ever glad give tips get around singapore feel free question us anytime,4,33,29,2,Jurong West,5,6,"['email', 'phone']",1,1,Authorised Serviced Apartment,5,0,5,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
50158481,2015-11-29,Singapore,,1,100,96,1,Kallang,6,17,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,6,0,0,6
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
60024674,2016-02-23,Singapore,russky golden doodle picture mike takes care apartments small dedicated team russky lounges level 1 fertilises grass patch dont clean well enjoy care guests enjoy stay us hope host singapore,1,100,100,2,Novena,2,6,['phone'],1,1,unknown,2,0,2,0
557338546,2024-01-18,unknown,,0,0,0,2,Tanglin,1,1,"['email', 'phone']",2,1,unknown,1,0,1,0
193819283,2018-06-06,Singapore,,2,97,99,2,Kallang,9,10,"['email', 'phone']",1,1,Authorised Serviced Apartment,9,9,0,0
512903502,2023-05-03,unknown,hannah key unlock living provide flexible rental unparalleled service beautifully curated homes fullyfurnished ensuite rooms coliving coworking spaces prime location convenient amenities doorstep rent allinclusive housekeeping daily breakfast highspeed wifi many hannah place stay lifestyle experience,0,0,0,2,Marine Parade,9,10,"['email', 'phone']",1,1,unknown,9,0,9,0
512903502,2023-05-03,unknown,hannah key unlock living provide flexible rental unparalleled service beautifully curated homes fullyfurnished ensuite rooms coliving coworking spaces prime location convenient amenities doorstep rent allinclusive housekeeping daily breakfast highspeed wifi many hannah place stay lifestyle experience,0,0,0,2,Marine Parade,9,10,"['email', 'phone']",1,1,unknown,9,0,9,0
512903502,2023-05-03,unknown,hannah key unlock living provide flexible rental unparalleled service beautifully curated homes fullyfurnished ensuite rooms coliving coworking spaces prime location convenient amenities doorstep rent allinclusive housekeeping daily breakfast highspeed wifi many hannah place stay lifestyle experience,0,0,0,2,Marine Parade,9,10,"['email', 'phone']",1,1,unknown,9,0,9,0
80890111,2016-06-30,unknown,,0,0,0,2,Jurong West,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
193819283,2018-06-06,Singapore,,2,97,99,2,Kallang,9,10,"['email', 'phone']",1,1,Authorised Serviced Apartment,9,9,0,0
265191783,2019-05-30,unknown,,2,75,100,2,Tampines,6,7,"['email', 'phone']",2,1,Authorised Serviced Apartment,6,2,4,0
193819283,2018-06-06,Singapore,,2,97,99,2,Kallang,9,10,"['email', 'phone']",1,1,Authorised Serviced Apartment,9,9,0,0
193819283,2018-06-06,Singapore,,2,97,99,2,Kallang,9,10,"['email', 'phone']",1,1,Authorised Serviced Apartment,9,9,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,Authorised Serviced Apartment,133,132,1,0
323810058,2020-01-02,unknown,hi true blood heartland boy singapore would happy extend hospitality tell singapore stay us,1,100,95,2,Outram,5,9,"['email', 'phone']",1,1,Authorised Serviced Apartment,5,0,5,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,Authorised Serviced Apartment,133,132,1,0
